modid,type,id,source_file,jar_file,confidence,notes
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_diamond_helmet_smithing,data/advancednetherite/advancements/recipes/misc/netherite_diamond_helmet_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_diamond_hoe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_diamond_hoe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_diamond_ingot,data/advancednetherite/advancements/recipes/misc/netherite_diamond_ingot.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_diamond_ingot_from_block,data/advancednetherite/advancements/recipes/misc/netherite_diamond_ingot_from_block.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_diamond_leggings_smithing,data/advancednetherite/advancements/recipes/misc/netherite_diamond_leggings_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_diamond_pickaxe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_diamond_pickaxe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_diamond_shovel_smithing,data/advancednetherite/advancements/recipes/misc/netherite_diamond_shovel_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_diamond_sword_smithing,data/advancednetherite/advancements/recipes/misc/netherite_diamond_sword_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_axe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_axe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_boots_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_boots_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_chestplate_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_chestplate_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_helmet_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_helmet_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_hoe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_hoe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_ingot,data/advancednetherite/advancements/recipes/misc/netherite_emerald_ingot.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_ingot_from_block,data/advancednetherite/advancements/recipes/misc/netherite_emerald_ingot_from_block.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_leggings_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_leggings_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_pickaxe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_pickaxe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_shovel_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_shovel_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_emerald_sword_smithing,data/advancednetherite/advancements/recipes/misc/netherite_emerald_sword_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_axe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_axe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_boots_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_boots_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_chestplate_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_chestplate_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_helmet_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_helmet_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_hoe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_hoe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_ingot,data/advancednetherite/advancements/recipes/misc/netherite_gold_ingot.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_ingot_from_block,data/advancednetherite/advancements/recipes/misc/netherite_gold_ingot_from_block.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_leggings_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_leggings_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_pickaxe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_pickaxe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_shovel_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_shovel_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_gold_sword_smithing,data/advancednetherite/advancements/recipes/misc/netherite_gold_sword_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_axe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_axe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_boots_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_boots_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_chestplate_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_chestplate_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_helmet_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_helmet_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_hoe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_hoe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_ingot,data/advancednetherite/advancements/recipes/misc/netherite_iron_ingot.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_ingot_from_block,data/advancednetherite/advancements/recipes/misc/netherite_iron_ingot_from_block.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_leggings_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_leggings_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_pickaxe_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_pickaxe_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_shovel_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_shovel_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,advancement,advancednetherite:recipes/misc/netherite_iron_sword_smithing,data/advancednetherite/advancements/recipes/misc/netherite_iron_sword_smithing.json,advancednetherite-forge-2.1.3-1.20.1.jar,medium,advancement
advancednetherite,item,advancednetherite:netherite_diamond_axe,assets/advancednetherite/models/item/netherite_diamond_axe.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_block,assets/advancednetherite/models/item/netherite_diamond_block.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots,assets/advancednetherite/models/item/netherite_diamond_boots.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_amethyst_trim,assets/advancednetherite/models/item/netherite_diamond_boots_amethyst_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_copper_trim,assets/advancednetherite/models/item/netherite_diamond_boots_copper_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_diamond_trim,assets/advancednetherite/models/item/netherite_diamond_boots_diamond_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_emerald_trim,assets/advancednetherite/models/item/netherite_diamond_boots_emerald_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_gold_trim,assets/advancednetherite/models/item/netherite_diamond_boots_gold_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_iron_trim,assets/advancednetherite/models/item/netherite_diamond_boots_iron_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_lapis_trim,assets/advancednetherite/models/item/netherite_diamond_boots_lapis_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_netherite_trim,assets/advancednetherite/models/item/netherite_diamond_boots_netherite_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_quartz_trim,assets/advancednetherite/models/item/netherite_diamond_boots_quartz_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_boots_redstone_trim,assets/advancednetherite/models/item/netherite_diamond_boots_redstone_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate,assets/advancednetherite/models/item/netherite_diamond_chestplate.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_amethyst_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_amethyst_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_copper_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_copper_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_diamond_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_diamond_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_emerald_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_emerald_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_gold_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_gold_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_iron_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_iron_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_lapis_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_lapis_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_netherite_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_netherite_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_quartz_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_quartz_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_chestplate_redstone_trim,assets/advancednetherite/models/item/netherite_diamond_chestplate_redstone_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet,assets/advancednetherite/models/item/netherite_diamond_helmet.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_amethyst_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_amethyst_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_copper_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_copper_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_diamond_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_diamond_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_emerald_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_emerald_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_gold_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_gold_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_iron_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_iron_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_lapis_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_lapis_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_netherite_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_netherite_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_quartz_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_quartz_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_helmet_redstone_trim,assets/advancednetherite/models/item/netherite_diamond_helmet_redstone_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_hoe,assets/advancednetherite/models/item/netherite_diamond_hoe.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_ingot,assets/advancednetherite/models/item/netherite_diamond_ingot.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings,assets/advancednetherite/models/item/netherite_diamond_leggings.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_amethyst_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_amethyst_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_copper_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_copper_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_diamond_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_diamond_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_emerald_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_emerald_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_gold_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_gold_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_iron_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_iron_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_lapis_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_lapis_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_netherite_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_netherite_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_quartz_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_quartz_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_leggings_redstone_trim,assets/advancednetherite/models/item/netherite_diamond_leggings_redstone_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_pickaxe,assets/advancednetherite/models/item/netherite_diamond_pickaxe.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_shovel,assets/advancednetherite/models/item/netherite_diamond_shovel.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_diamond_sword,assets/advancednetherite/models/item/netherite_diamond_sword.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_axe,assets/advancednetherite/models/item/netherite_emerald_axe.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_block,assets/advancednetherite/models/item/netherite_emerald_block.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots,assets/advancednetherite/models/item/netherite_emerald_boots.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_amethyst_trim,assets/advancednetherite/models/item/netherite_emerald_boots_amethyst_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_copper_trim,assets/advancednetherite/models/item/netherite_emerald_boots_copper_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_diamond_trim,assets/advancednetherite/models/item/netherite_emerald_boots_diamond_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_emerald_trim,assets/advancednetherite/models/item/netherite_emerald_boots_emerald_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_gold_trim,assets/advancednetherite/models/item/netherite_emerald_boots_gold_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_iron_trim,assets/advancednetherite/models/item/netherite_emerald_boots_iron_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_lapis_trim,assets/advancednetherite/models/item/netherite_emerald_boots_lapis_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_netherite_trim,assets/advancednetherite/models/item/netherite_emerald_boots_netherite_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_quartz_trim,assets/advancednetherite/models/item/netherite_emerald_boots_quartz_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_boots_redstone_trim,assets/advancednetherite/models/item/netherite_emerald_boots_redstone_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate,assets/advancednetherite/models/item/netherite_emerald_chestplate.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_amethyst_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_amethyst_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_copper_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_copper_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_diamond_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_diamond_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_emerald_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_emerald_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_gold_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_gold_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_iron_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_iron_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_lapis_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_lapis_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_netherite_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_netherite_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_quartz_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_quartz_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_chestplate_redstone_trim,assets/advancednetherite/models/item/netherite_emerald_chestplate_redstone_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_helmet,assets/advancednetherite/models/item/netherite_emerald_helmet.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_helmet_amethyst_trim,assets/advancednetherite/models/item/netherite_emerald_helmet_amethyst_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_helmet_copper_trim,assets/advancednetherite/models/item/netherite_emerald_helmet_copper_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_helmet_diamond_trim,assets/advancednetherite/models/item/netherite_emerald_helmet_diamond_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_helmet_emerald_trim,assets/advancednetherite/models/item/netherite_emerald_helmet_emerald_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
advancednetherite,item,advancednetherite:netherite_emerald_helmet_gold_trim,assets/advancednetherite/models/item/netherite_emerald_helmet_gold_trim.json,advancednetherite-forge-2.1.3-1.20.1.jar,high,item model
